Date,Month,Year,Quarter,Time Of Day,Primary Keywords,Secondary Keywords,Long-Tail Keywords,Location,Social Media Source,Media Type,Device Type,Organic_Traffic,Keywords_Ranking,Clicks,Impressions,CTR (%),Average_Position,Backlinks,Domain_Authority,Bounce_Rate (%),Pages_per_Session,Organic_vs_Paid_Traffic_Split (%),Organic_Traffic_Growth_Rate (%),Conversion_Rate (%),Goal_Completions,Average_Session_Duration (sec),New_vs_Returning_Visitors (%),Exit_Rate (%),Top_Landing_Pages,Keyword_Difficulty,CPC_for_Paid_Keywords ($),Indexed_Pages,Mobile_vs_Desktop_Traffic_Split (%),Organic_Revenue ($),Page_Load_Time (sec),Core_Web_Vitals_LCP (sec),Core_Web_Vitals_FID (ms),Core_Web_Vitals_CLS,Social_Shares,Referral_Traffic,Technical_SEO_Errors,Bounce_Rate_by_Device_Mobile (%),Time_to_First_Byte_TTFB (ms)
5/15/23 7:00,May,2023,Q2,Morning,recycled fabric dresses,green fashion trends,where to buy recycled polyester running shorts,Australia,Instagram,Image gallery,Laptop,6292,93,1505,24807,8.28,41.52,153,67,55.25,5.83,70.72,29.09,8.62,340,360,51.45,40.21,Homepage,13.52,4.05,4291,58.37,4735.42,8.39,3.43,175.05,0.85,52,2245,4,45.72,1247
5/15/23 8:00,May,2023,Q2,Morning,organic cotton apparel,ethical fashion brands,biodegradable outdoor clothing,United States,Facebook,Image gallery,Tablet,7255,29,881,16046,2.6,4.04,320,72,47.25,1.29,72.06,24.14,7.63,125,531,68.58,28.19,Homepage,11.56,6.05,843,64.77,1172.18,9.41,1.74,207.44,0.89,23,3348,6,47.57,341
5/15/23 9:00,May,2023,Q2,Morning,eco-friendly accessories,eco-friendly hiking gear,biodegradable outdoor clothing,Germany,Instagram,Video,Desktop,6562,49,1582,23602,6.43,41.66,300,67,24.51,6.53,68.46,29.43,2.52,241,215,60.58,19.02,Product Page,82.87,5.76,614,79.18,8577.96,9.93,4.01,209.98,0.71,278,4112,19,25.55,585
5/15/23 10:00,May,2023,Q2,Morning,eco-friendly clothing,sustainable activewear,eco-friendly clothing for hikers,Mexico,Facebook,Image gallery,Mobile,4658,1,694,22617,4.83,12.13,219,52,59.52,7.89,52.21,-0.89,4.74,131,143,40.57,22.29,Category Page,69.75,2.64,2865,51.01,1335.88,8.03,3.82,257.48,0.86,263,2395,2,32.23,848
5/15/23 11:00,May,2023,Q2,Morning,recycled fabric dresses,green fashion trends,eco-friendly clothing for hikers,Mexico,TikTok,Shorts,Laptop,6327,70,1775,19961,7.25,38.24,977,28,75.85,5.94,91.14,47.36,3.59,349,341,51.22,22.71,Homepage,54.5,9.81,4948,75.04,5055.68,6.08,4.34,189.82,0.1,240,594,9,67.71,801
5/15/23 12:00,May,2023,Q2,Afternoon,vegan leather handbags,ethical fashion brands,sustainable fashion for athletes,Canada,YouTube,Product page,Tablet,7714,55,2721,43832,7.81,17.69,391,33,74.01,6.05,70.74,31.59,8.88,192,383,44.22,15.68,Blog Post,66.3,2.3,2440,81,7980.73,4.98,4.34,599.56,0.35,429,4207,8,41.47,208
5/15/23 13:00,May,2023,Q2,Afternoon,eco-friendly clothing,ethical fashion brands,biodegradable outdoor clothing,United Kingdom,YouTube,Shorts,Mobile,6436,72,1998,5383,6.46,35.54,401,33,70.32,8.53,79.51,34.56,3.03,485,480,48.71,39.32,Blog Post,64.08,1.89,1515,73.58,921.15,3.19,4.23,641.1,0.14,68,4378,19,36.98,1237
5/15/23 14:00,May,2023,Q2,Afternoon,vegan leather handbags,eco-friendly hiking gear,where to buy recycled polyester running shorts,Canada,Instagram,Product page,Laptop,9218,86,2399,45608,8.8,37.83,843,22,21.8,6.08,74.83,12.03,6.92,350,262,73.13,40.64,Product Page,15.21,8.54,4058,85.27,7094.51,4.09,2.82,194.06,0.96,103,2039,7,35.37,1303
5/15/23 15:00,May,2023,Q2,Afternoon,eco-friendly accessories,sustainable activewear,best organic cotton t-shirts in the US,Mexico,Instagram,Product page,Mobile,689,27,998,42069,7.71,42.64,975,15,16.85,9.53,65.32,-0.77,7.09,472,385,74.5,24.56,Product Page,76.9,9.22,3149,53.48,9248.12,6.76,3.83,795.06,0.83,212,3497,11,15.22,1335
5/15/23 16:00,May,2023,Q2,Afternoon,eco-friendly clothing,eco-friendly hiking gear,best organic cotton t-shirts in the US,United Kingdom,YouTube,Infographic,Laptop,7880,65,1696,1583,7.88,48.73,889,21,51.15,3.59,77.53,35.58,2.26,213,286,61.83,11.44,Product Page,34.9,6.04,1618,50.14,126.19,7.7,3.98,703.48,0.54,203,4714,17,29.86,936
5/15/23 17:00,May,2023,Q2,Afternoon,recycled fabric dresses,sustainable activewear,eco-friendly clothing for hikers,United Kingdom,Snapchat,Video,Desktop,7494,91,2165,20409,7.53,34.88,530,55,54.65,7.72,58.55,9.51,6.95,443,319,69.22,29.35,Homepage,75,6.93,1541,56.61,3052.21,7.57,3.15,393.85,0.9,238,2395,1,33.18,1194
5/15/23 18:00,May,2023,Q2,Evening,eco-friendly accessories,green fashion trends,eco-friendly clothing for hikers,Australia,TikTok,Blog post,Tablet,1867,4,1646,44986,8.97,20.53,116,30,61.21,3.23,69.01,28.86,4.59,158,394,58.69,39.42,Blog Post,23.59,5.1,2072,59.89,7953.73,9.23,4.53,835.63,0.5,275,3306,8,23.24,1232
5/15/23 19:00,May,2023,Q2,Evening,eco-friendly accessories,athleisure for eco-conscious consumers,eco-friendly clothing for hikers,Germany,Twitter,Shorts,Desktop,8205,26,1625,7765,1.19,11.78,780,52,44.82,8.37,71.02,43.53,5.4,386,256,51.6,16.05,Product Page,53.06,7.69,3894,79.82,1860.89,9.11,1.93,518.62,0.29,134,4964,1,68.85,522
5/15/23 20:00,May,2023,Q2,Evening,recycled fabric dresses,ethical fashion brands,carbon-neutral activewear,Mexico,Twitter,Product page,Tablet,8974,91,407,1502,5.55,45.22,613,81,33.42,1.74,72.48,5.05,9.96,31,373,44.21,19.52,Category Page,20.09,9.3,2445,52.47,9348.48,2.65,1.64,821.75,0.39,163,2013,2,37.37,1356
5/15/23 21:00,May,2023,Q2,Evening,sustainable outdoor gear,eco-friendly hiking gear,carbon-neutral activewear,Germany,Facebook,Image gallery,Tablet,184,46,1404,12850,9.11,18.82,209,70,62.15,5.58,51.57,48.37,10.4,371,580,45.43,28.77,Homepage,62.79,1.83,2545,55.08,8118.06,3.22,1.82,847.75,0.14,363,1261,1,18.52,1240
5/15/23 22:00,May,2023,Q2,Evening,recycled fabric dresses,athleisure for eco-conscious consumers,biodegradable outdoor clothing,United States,YouTube,Infographic,Tablet,3425,41,318,16363,4.02,31.17,949,11,58.74,2.96,67.18,44.47,1.87,273,223,44.12,40.07,Homepage,89.96,6.28,1829,84.28,3271.22,2.71,4.13,700.44,0.61,404,1697,4,47.03,1448
5/15/23 23:00,May,2023,Q2,Evening,vegan leather handbags,eco-friendly sportswear,sustainable fashion for athletes,Canada,Pinterest,Shorts,Tablet,2096,1,1762,5068,8.25,7.52,527,73,20.29,3.72,81.73,-7.67,13.16,185,462,50.59,41.56,Blog Post,11.6,1,3245,51.32,536.53,1.59,1.24,861.64,0.9,145,4987,3,50.59,986
5/16/23 0:00,May,2023,Q2,Night,eco-friendly accessories,eco-friendly sportswear,where to buy recycled polyester running shorts,United States,Instagram,Blog post,Laptop,2898,36,86,45600,9.68,28.29,549,85,11.84,6.91,92.42,16.34,14.4,351,463,76.49,15.01,Homepage,16.88,6.49,2509,76.61,5652.67,9.28,3.18,129.43,0.46,376,3011,4,24.84,1181
5/16/23 1:00,May,2023,Q2,Night,organic cotton apparel,ethical fashion brands,biodegradable outdoor clothing,United States,Facebook,Image gallery,Tablet,4327,42,1757,28410,3.65,2.95,252,85,35.14,3.44,85.52,11.23,2.26,107,163,49.31,45.16,Category Page,80.17,5.23,3310,84.43,2372.91,1.8,4.05,475.38,0.72,346,2408,5,57.96,757
5/16/23 2:00,May,2023,Q2,Night,eco-friendly accessories,eco-friendly hiking gear,where to buy recycled polyester running shorts,United States,Twitter,Image gallery,Desktop,6856,84,2757,10733,3.57,49.17,486,71,30.12,7.31,82.26,8.26,14.43,398,316,72.91,25.7,Category Page,43.49,9.15,3343,84.09,6882.17,7.26,3.38,141.74,0.44,399,4430,7,40.98,287
5/16/23 3:00,May,2023,Q2,Night,vegan leather handbags,ethical fashion brands,sustainable fashion for athletes,Germany,YouTube,Image gallery,Desktop,4730,96,1722,25250,8.62,35.86,936,48,73.41,1.41,61.47,3.38,1.18,468,86,50.2,20.25,Product Page,56.37,9.51,2068,53.59,4787.8,9.86,4.28,936.68,0.87,64,4610,12,61.86,791
5/16/23 4:00,May,2023,Q2,Night,vegan leather handbags,eco-friendly hiking gear,best organic cotton t-shirts in the US,Germany,Facebook,Video,Laptop,3527,87,782,44416,3.59,43.07,642,40,79.52,5.13,88.81,-0.32,3.93,359,266,69.4,35.37,Blog Post,55.12,6.86,4895,66.31,195.95,1.7,4.56,796.99,0.89,228,1314,3,67.13,372
5/16/23 5:00,May,2023,Q2,Night,organic cotton apparel,eco-friendly sportswear,biodegradable outdoor clothing,United Kingdom,Instagram,Image gallery,Desktop,2270,10,2625,7127,7.12,30.43,702,53,38.03,5.86,77.62,15.66,9.12,289,438,48.56,28.36,Product Page,10.81,3.22,3391,62.6,7115.36,6.82,3.47,134.2,0.62,157,4389,12,59.69,865
5/16/23 6:00,May,2023,Q2,Morning,eco-friendly accessories,athleisure for eco-conscious consumers,carbon-neutral activewear,Australia,Snapchat,Blog post,Laptop,7350,12,1940,26642,5.48,19.55,383,87,55.62,7.09,79.33,26.73,1.51,258,324,77.48,21.89,Product Page,34.16,7.31,1588,78.34,9311.61,7.21,4.1,183.5,0.75,28,1869,3,15.47,1188
5/16/23 7:00,May,2023,Q2,Morning,sustainable outdoor gear,sustainable activewear,where to buy recycled polyester running shorts,Australia,Pinterest,Product page,Desktop,1992,37,1912,23879,1.32,2.03,270,77,63.64,3.05,88.05,45.51,2.51,76,273,72.76,39.84,Homepage,82.52,7.08,4129,83.19,9193.08,9.94,2.36,390.74,0.48,353,4695,16,39.93,1134
5/16/23 8:00,May,2023,Q2,Morning,eco-friendly clothing,sustainable activewear,eco-friendly clothing for hikers,Germany,Twitter,Video,Tablet,8512,90,499,16126,7.82,20.67,359,67,65.01,7.5,95.56,33.49,1.78,252,81,51.94,26.53,Product Page,18.87,3.23,1316,66.18,9769.74,9.63,1.44,584.64,0.37,74,3154,17,31.41,1001
5/16/23 9:00,May,2023,Q2,Morning,vegan leather handbags,eco-friendly sportswear,sustainable fashion for athletes,United States,Twitter,Shorts,Mobile,3765,85,1206,43575,0.61,9.63,586,37,11.2,9.89,76.4,30.9,13.96,155,216,66.9,49.16,Category Page,21.09,3.03,1450,55.22,4475.31,7.15,3.53,499.51,0.47,428,1465,8,62.6,1222
5/16/23 10:00,May,2023,Q2,Morning,eco-friendly accessories,eco-friendly hiking gear,where to buy recycled polyester running shorts,Mexico,YouTube,Video,Tablet,6440,52,362,46765,5.81,46.12,705,35,75.85,9.25,72.15,5.43,0.91,233,273,40.91,47.11,Product Page,75.74,5.02,3535,78.83,3853.55,2.5,4.46,854.1,0.77,433,2123,10,41.26,368
5/16/23 11:00,May,2023,Q2,Morning,organic cotton apparel,ethical fashion brands,best organic cotton t-shirts in the US,Canada,Twitter,Shorts,Desktop,8566,89,1314,4826,4.02,19.14,230,15,74.4,6.89,79.7,2.97,3.38,192,357,46.88,35.19,Blog Post,63.11,7.24,1984,74.79,7808.01,7.71,2.46,410.33,0.65,255,4588,0,42.7,1256
5/16/23 12:00,May,2023,Q2,Afternoon,recycled fabric dresses,ethical fashion brands,sustainable fashion for athletes,Mexico,Snapchat,Video,Laptop,7084,77,1640,49904,3.82,42.77,366,75,45.23,5.09,55.74,-5.24,9.38,43,120,74.5,36.87,Blog Post,38.02,7.52,3770,78.07,3853.63,3.92,3.23,270.86,0.64,85,1395,14,19.66,1271
5/16/23 13:00,May,2023,Q2,Afternoon,recycled fabric dresses,ethical fashion brands,where to buy recycled polyester running shorts,United Kingdom,YouTube,Image gallery,Tablet,5736,17,2448,4364,5.61,15.09,179,66,19.72,9.27,80.6,17.72,3.18,18,203,65.31,22.69,Product Page,44.87,8.35,3197,61.33,3707,3.94,2.91,566.33,0.64,221,4279,15,49.59,400
5/16/23 14:00,May,2023,Q2,Afternoon,eco-friendly clothing,eco-friendly sportswear,carbon-neutral activewear,Australia,YouTube,Image gallery,Mobile,8948,47,1166,15850,3.34,22.67,195,59,63.55,5.76,93.28,4.75,14.12,145,169,69.17,49.56,Blog Post,67.5,3.14,2707,62.68,6927.5,5.45,2.7,721.54,0.92,341,3988,16,13.24,125
5/16/23 15:00,May,2023,Q2,Afternoon,recycled fabric dresses,sustainable activewear,eco-friendly clothing for hikers,Australia,Facebook,Image gallery,Laptop,6675,91,1157,7879,4.55,32.41,555,12,63.08,1.57,54.07,42.07,7.46,231,111,72.82,17.2,Product Page,49.72,1.78,4514,78.38,1103.46,8.63,1.71,542.89,0.32,45,4548,12,41.58,612
5/16/23 16:00,May,2023,Q2,Afternoon,eco-friendly accessories,ethical fashion brands,where to buy recycled polyester running shorts,United States,YouTube,Product page,Mobile,4053,60,1977,9962,2.58,45.42,826,89,29.76,3.04,85.38,0.88,14.85,10,175,75.64,16.99,Product Page,61.75,3.81,1545,73.05,8185.59,5.01,1.99,446.8,0.34,192,3660,16,59.75,1313
5/16/23 17:00,May,2023,Q2,Afternoon,vegan leather handbags,green fashion trends,biodegradable outdoor clothing,Mexico,Pinterest,Product page,Desktop,2294,62,154,45680,8.78,42.74,136,62,75.34,2.14,87.27,-6.04,14.34,255,274,75.77,34.48,Homepage,42.65,7.6,1881,68.03,3237.57,7.45,1.98,817.11,0.12,322,827,11,15.06,217
5/16/23 18:00,May,2023,Q2,Evening,eco-friendly clothing,green fashion trends,sustainable fashion for athletes,United Kingdom,Pinterest,Blog post,Desktop,5270,63,1708,35777,5.19,31.97,880,56,26.63,1.81,91.17,45.77,7.18,449,588,61.3,41.46,Homepage,88.63,2.29,2373,66.53,6800.29,8.08,2.53,922.46,0.81,174,3938,17,64.12,1228
5/16/23 19:00,May,2023,Q2,Evening,eco-friendly accessories,eco-friendly sportswear,best organic cotton t-shirts in the US,Mexico,Twitter,Infographic,Desktop,6873,45,241,49948,8.57,6.84,534,75,70.38,1.55,64.13,45.49,9.51,189,187,79.96,15.54,Category Page,61.83,1.91,2211,81.67,3168.34,7.97,3.61,380.93,1,409,4783,18,16.51,1007
5/16/23 20:00,May,2023,Q2,Evening,eco-friendly clothing,ethical fashion brands,eco-friendly clothing for hikers,Canada,TikTok,Shorts,Mobile,7804,43,1600,28702,1.92,11.8,197,54,11.83,3.66,74.1,27.35,2.08,274,401,60.53,38.13,Homepage,23.86,0.77,4195,59.56,4744.57,9.69,2.16,218.69,0.42,127,3789,1,12.15,1434
5/16/23 21:00,May,2023,Q2,Evening,sustainable outdoor gear,green fashion trends,best organic cotton t-shirts in the US,Mexico,Instagram,Infographic,Laptop,1022,97,2630,40820,5.09,25.58,747,55,70.02,2.61,89.99,0.67,6.71,276,278,79.68,10.68,Product Page,36.02,5.33,2370,55.64,1798.37,3.25,3.33,505.41,0.36,141,4008,9,39.98,248
5/16/23 22:00,May,2023,Q2,Evening,recycled fabric dresses,sustainable activewear,where to buy recycled polyester running shorts,Mexico,Pinterest,Video,Laptop,4168,37,2430,2686,4.02,47.14,208,79,10.53,1.48,82.81,-8.58,2.73,382,297,68.75,10.81,Product Page,32.08,3.66,4575,76.07,6543.03,7.11,3.63,834.29,0.43,281,4487,16,26.21,350
5/16/23 23:00,May,2023,Q2,Evening,vegan leather handbags,green fashion trends,biodegradable outdoor clothing,Australia,Twitter,Blog post,Laptop,6441,65,201,21878,3.61,39.68,405,13,10.39,6.19,51.81,-9.61,14.15,216,417,67.07,23.61,Category Page,33.17,6.79,1242,89.33,4546.71,5.56,4.08,866.81,0.69,305,2994,6,31.85,704
5/17/23 0:00,May,2023,Q2,Night,eco-friendly clothing,ethical fashion brands,best organic cotton t-shirts in the US,Australia,Instagram,Video,Desktop,5853,40,1464,20255,7.08,2.5,463,48,36.93,2.41,61.16,17.4,7.79,227,220,68.32,31.26,Blog Post,73.02,6.88,1186,64.29,1270.63,5.12,3.38,542.61,0.65,375,3699,10,39.15,149
5/17/23 1:00,May,2023,Q2,Night,recycled fabric dresses,eco-friendly hiking gear,sustainable fashion for athletes,Germany,Twitter,Video,Tablet,1513,89,2755,13253,6.63,39.35,833,60,43.79,1.02,99.48,-2.22,1.55,338,203,52.64,24.99,Blog Post,36.85,0.7,785,79.42,1442.95,5.37,3.38,193.41,0.23,206,2439,11,23.61,179
5/17/23 2:00,May,2023,Q2,Night,organic cotton apparel,ethical fashion brands,eco-friendly clothing for hikers,Canada,YouTube,Video,Tablet,7727,82,1833,27589,9.34,27.54,707,41,17.05,1.86,85.69,32.33,9.44,425,226,73.93,45.89,Category Page,67.13,8.42,952,86.15,6741.17,1.27,4.47,609.52,0.75,61,1568,16,52.22,963
5/17/23 3:00,May,2023,Q2,Night,eco-friendly clothing,green fashion trends,biodegradable outdoor clothing,United Kingdom,TikTok,Product page,Laptop,9342,88,2876,39142,7.24,49.09,115,52,24.28,1.06,67.56,-0.86,4.68,417,579,68.02,27.44,Blog Post,40.17,1.21,3235,70.92,1294.85,8.68,4.41,958.47,0.32,367,1042,14,15.24,1310
5/17/23 4:00,May,2023,Q2,Night,eco-friendly accessories,eco-friendly hiking gear,where to buy recycled polyester running shorts,United Kingdom,Instagram,Image gallery,Mobile,5298,59,1667,36841,3.89,22.46,878,17,38.64,4.82,72.75,21.87,4.41,224,569,55.2,23.4,Product Page,53.98,8.94,3896,54.4,7421.79,6.23,1.14,152.01,0.93,32,3672,10,12.15,475
5/17/23 5:00,May,2023,Q2,Night,eco-friendly clothing,eco-friendly hiking gear,biodegradable outdoor clothing,Germany,Instagram,Shorts,Desktop,782,90,1947,37054,9.66,27.84,774,61,79.36,5.2,84.82,23.78,13.24,228,352,46.6,28.27,Category Page,58.27,4.04,3629,78.13,3445.38,4.73,3.99,914.46,0.93,249,232,17,16.45,377
5/17/23 6:00,May,2023,Q2,Morning,recycled fabric dresses,athleisure for eco-conscious consumers,carbon-neutral activewear,United Kingdom,Pinterest,Infographic,Tablet,2679,53,2946,9525,1.81,15.77,763,48,47.62,3.99,74.08,28.87,11.82,457,243,65.4,46.16,Blog Post,77.86,0.55,2777,63.61,4650.62,6.89,3.11,311.35,0.19,56,4562,12,54.9,586
5/17/23 7:00,May,2023,Q2,Morning,eco-friendly clothing,eco-friendly hiking gear,carbon-neutral activewear,Germany,Instagram,Video,Tablet,3781,33,1354,29296,2.83,44.48,258,47,28.66,8.47,62.35,4.48,6.66,321,60,79.33,36.59,Blog Post,53.24,3.74,4484,62.97,7202.59,1.97,2.59,966.61,0.86,129,4793,8,20.64,498
5/17/23 8:00,May,2023,Q2,Morning,organic cotton apparel,ethical fashion brands,eco-friendly clothing for hikers,Canada,Pinterest,Video,Mobile,9411,59,1243,40008,9.14,17.75,471,28,25.45,9.57,85.18,26.64,14.79,479,565,54.42,49.44,Category Page,65.42,3.06,2714,56.66,6887.83,3.6,4.23,453.12,0.32,174,4462,3,44.42,1346
5/17/23 9:00,May,2023,Q2,Morning,eco-friendly clothing,sustainable activewear,carbon-neutral activewear,Mexico,Twitter,Product page,Desktop,3112,59,1903,36625,2.4,48.84,290,10,56.24,3.27,68.79,35.93,14.27,425,464,51.87,12.27,Blog Post,79.68,6.6,2548,77.16,9317.82,6.07,2.75,203.49,0.95,393,2450,3,14.64,627
5/17/23 10:00,May,2023,Q2,Morning,eco-friendly accessories,ethical fashion brands,biodegradable outdoor clothing,Australia,Instagram,Video,Mobile,1127,70,2914,33889,8.86,31.73,675,48,70.93,3.79,55.62,0.96,0.83,135,203,46.43,35.87,Homepage,43.98,2.73,1703,69.58,7427.52,9.48,1.93,993.42,0.89,319,286,2,30.7,1059
5/17/23 11:00,May,2023,Q2,Morning,eco-friendly clothing,eco-friendly hiking gear,where to buy recycled polyester running shorts,Germany,YouTube,Product page,Laptop,1650,79,1804,18937,7.29,10.31,685,79,22.25,1.02,76.48,30.44,12.25,41,296,44.93,14.8,Blog Post,24.44,2.35,1774,77.3,6571.52,4.95,1.58,507.53,0.18,76,1416,16,35.8,957
5/17/23 12:00,May,2023,Q2,Afternoon,eco-friendly accessories,ethical fashion brands,carbon-neutral activewear,United Kingdom,Pinterest,Shorts,Desktop,5275,37,1065,13594,4.4,42.3,815,83,37.68,9.92,82.97,47.54,13.2,72,136,55.66,40.48,Homepage,44.24,5.67,2800,85.16,2139.98,2.74,2.85,682.1,0.73,104,554,9,10.55,963
5/17/23 13:00,May,2023,Q2,Afternoon,eco-friendly accessories,ethical fashion brands,eco-friendly clothing for hikers,United Kingdom,Pinterest,Video,Mobile,9701,46,2562,20190,5.94,7.06,405,70,54.77,5.73,64.56,-9.76,14.12,209,402,52.65,27.92,Blog Post,18.3,6.28,4260,82.72,7199.74,1.61,1.74,460.31,0.89,201,4811,13,26.01,745
5/17/23 14:00,May,2023,Q2,Afternoon,organic cotton apparel,sustainable activewear,best organic cotton t-shirts in the US,United Kingdom,Facebook,Infographic,Mobile,1614,44,412,9168,4.06,36.78,97,26,36.11,5.5,71.22,11.49,9.65,454,365,48.37,47.56,Homepage,58.44,0.54,1402,50.41,9181.17,1.38,4.97,538.97,0.91,68,4043,0,31.65,845
5/17/23 15:00,May,2023,Q2,Afternoon,sustainable outdoor gear,ethical fashion brands,where to buy recycled polyester running shorts,Australia,Pinterest,Blog post,Laptop,2586,86,339,14819,8.96,23.29,81,84,18.92,8.43,79.19,43.11,2.23,125,494,52.04,35.27,Blog Post,82.17,0.86,4430,53.82,754.33,3.57,3.39,371.3,0.83,484,4082,9,68.1,1311
5/17/23 16:00,May,2023,Q2,Afternoon,vegan leather handbags,ethical fashion brands,biodegradable outdoor clothing,United Kingdom,YouTube,Product page,Mobile,8927,53,1739,2772,2.91,42.29,943,36,47.27,6.8,82.05,-4.59,11.97,182,403,41.15,48.15,Homepage,67.96,3.92,4138,64.55,6632.23,7.78,3.21,869.33,0.26,107,1767,11,26.82,164
5/17/23 17:00,May,2023,Q2,Afternoon,eco-friendly clothing,ethical fashion brands,carbon-neutral activewear,Mexico,YouTube,Blog post,Desktop,4592,25,1972,20168,7.61,29.45,871,40,67.16,3.57,86.11,10.87,6.07,395,330,59.3,37.85,Category Page,61.39,1.6,2795,82.06,4879.32,9.56,4.48,702.71,0.77,448,1127,8,51.02,978
5/17/23 18:00,May,2023,Q2,Evening,organic cotton apparel,eco-friendly hiking gear,biodegradable outdoor clothing,Germany,Instagram,Video,Laptop,5953,39,2141,39167,7.21,38.39,358,63,56.04,5.9,99.18,31.31,10.26,173,78,46.11,14.85,Category Page,36.78,0.6,1651,61.66,6623.2,1.79,1.01,500.67,0.85,117,2181,10,21.29,1345
5/17/23 19:00,May,2023,Q2,Evening,sustainable outdoor gear,sustainable activewear,best organic cotton t-shirts in the US,United Kingdom,TikTok,Blog post,Mobile,1316,93,868,41127,1.39,5.29,302,28,48,5.22,97.85,36.39,12.33,454,164,42.85,40.89,Category Page,40.1,5.84,1627,89.59,5969.99,2.01,3.92,261.47,0.2,201,1721,14,18.41,335
5/17/23 20:00,May,2023,Q2,Evening,eco-friendly clothing,eco-friendly hiking gear,sustainable fashion for athletes,United States,Instagram,Infographic,Tablet,4546,36,240,12989,3.19,47.18,122,18,12.67,2.11,64.93,0.62,7.83,252,438,54.06,14.05,Category Page,32.9,1.04,1304,50.49,2088.63,3.97,4.63,496.14,0.99,115,194,13,25.49,1162
5/17/23 21:00,May,2023,Q2,Evening,recycled fabric dresses,ethical fashion brands,sustainable fashion for athletes,Canada,Facebook,Product page,Desktop,6037,74,2208,7585,9.85,49.26,175,73,75.1,2.64,86.47,42.8,11.53,88,142,44.42,19.21,Homepage,68.34,7.18,2382,81.27,9409.52,7.14,2.57,505.03,0.27,386,3177,7,14.91,137
5/17/23 22:00,May,2023,Q2,Evening,eco-friendly clothing,eco-friendly hiking gear,carbon-neutral activewear,Australia,Instagram,Product page,Mobile,6058,67,1007,39809,9.79,2.92,677,84,14.26,8,51.43,23.04,11.96,37,139,72.34,43.55,Blog Post,27.93,4.31,1447,65.12,579.82,6.78,1.01,572.65,0.51,317,1461,12,16.21,104
5/17/23 23:00,May,2023,Q2,Evening,vegan leather handbags,eco-friendly hiking gear,sustainable fashion for athletes,Canada,TikTok,Shorts,Mobile,3100,40,2345,14981,0.8,18.88,518,46,27.42,8.79,80.19,14.71,11.68,340,233,64.17,10.24,Product Page,51.4,7.24,2263,69.31,9555.56,6.18,4.7,378.1,0.58,198,1138,9,15.25,1129
5/18/23 0:00,May,2023,Q2,Night,recycled fabric dresses,athleisure for eco-conscious consumers,where to buy recycled polyester running shorts,Germany,Pinterest,Infographic,Desktop,2424,49,2631,47016,6.88,28.72,526,15,70.25,2,65.43,19.71,5.73,203,285,75.49,13.07,Product Page,84.94,1.4,3473,69.3,2926.49,5.56,3.23,473.54,0.56,294,166,3,26.71,798
5/18/23 1:00,May,2023,Q2,Night,eco-friendly clothing,athleisure for eco-conscious consumers,carbon-neutral activewear,United States,TikTok,Video,Laptop,274,42,1494,45042,9.43,15.78,505,65,39.2,4.89,91.27,40.87,7.61,54,486,54.94,13.17,Homepage,62.76,7.71,4762,50.49,3944.93,3.68,2.77,462.28,0.4,137,693,11,39.74,566
5/18/23 2:00,May,2023,Q2,Night,recycled fabric dresses,athleisure for eco-conscious consumers,carbon-neutral activewear,Australia,Instagram,Product page,Tablet,2786,17,1721,3977,6.4,23.19,615,68,55.15,8.91,80.86,-4.27,13.66,94,491,65.26,35.85,Homepage,72.6,7.87,3308,50.09,2170.27,9.63,4.3,258.63,0.41,310,1299,5,21.1,1024
5/18/23 3:00,May,2023,Q2,Night,eco-friendly accessories,athleisure for eco-conscious consumers,biodegradable outdoor clothing,United Kingdom,Instagram,Video,Mobile,4864,77,1994,8682,1.34,8.51,882,11,74.94,3.69,57.95,19.74,4.54,28,586,58.11,11.06,Homepage,44.13,7.32,3275,62.08,6277.56,1.97,3.92,269.68,0.9,440,3330,1,22.56,1136
5/18/23 4:00,May,2023,Q2,Night,sustainable outdoor gear,athleisure for eco-conscious consumers,biodegradable outdoor clothing,Mexico,Pinterest,Shorts,Laptop,4546,94,1682,4357,0.67,27.62,730,27,44.98,7.38,66.89,33.36,1.91,73,491,43.32,46.7,Blog Post,33.13,8.84,3202,70.62,634.83,1.71,1.68,802.56,0.39,388,4420,14,67.15,1317
5/18/23 5:00,May,2023,Q2,Night,organic cotton apparel,eco-friendly hiking gear,best organic cotton t-shirts in the US,Australia,Facebook,Image gallery,Desktop,7382,11,133,30896,3.79,12.45,218,62,62,3.81,59.61,31.85,7.99,46,140,75.61,19.93,Blog Post,40.52,1.82,1914,78.18,2378.76,1.98,4.82,457.6,0.34,72,3033,16,25.1,172
5/18/23 6:00,May,2023,Q2,Morning,vegan leather handbags,eco-friendly sportswear,where to buy recycled polyester running shorts,United States,YouTube,Image gallery,Tablet,6840,89,1890,32713,4.82,1.86,225,44,27.56,4.93,52.32,8.71,4.13,342,328,44.49,33.7,Product Page,51.34,3.92,3013,62.48,1576.32,4.97,2.7,865.86,0.42,442,4298,16,62.25,146
5/18/23 7:00,May,2023,Q2,Morning,organic cotton apparel,ethical fashion brands,carbon-neutral activewear,Canada,Twitter,Shorts,Desktop,6194,91,1651,25232,8.04,38.06,748,15,36.22,2.53,70.53,25.52,13.99,481,501,59.03,13.96,Product Page,48.69,3.04,3905,76.9,1739.86,6.4,2.84,466.56,0.6,308,2568,10,37.8,1108
